Danne han boazu válljestalláge geasset álbmámus šattuid ja šaddoosiid , mat 	addet 	eanemus eallámuša . ¶
Strategiijat 2011 bušeahtas 	addet 	gova doaimmas iešguđege politihkka- ja hálddašanguovllus . ¶
Dasa lassin 	addet 	dat deaŧalaš bargosajiid smávva servodagain . ¶
Go dát prošeavttat gárvánit de 	addet 	daid bohtosat Sámediggái ávkkálaš máhtu dearvvašvuođa- ja sosiálapolitihka viidáseappot ovddideapmái sámi álbmoga guovdu . ¶
Erenoamášdieđiheaddji deattuha viidáseappot ahte lágaaddin ja hálddahuslaš doaibmabijut mat 	addet 	vejolašvuođa ávkkástallat luondduriggodagaiguin sámi guovlluin , berrejit dávistit relevánta riikkaidgaskasaš standárddaide . ¶
Strategiijat 2011 bušeahtas 	addet 	gova doaimmas iešguđege politihkka- ja hálddašanguovllus . ¶
Dasa lassin 	addet 	dat deaŧalaš bargosajiid smávva servodagain . ¶
Dán oktavuođas lea deaŧalaš čujuhit dasa ahte njuolggadusat nu mo dat leat hábmejuvvon dál , 	addet 	fuolaheddjiide ovddasvástádusa kártet // váldit oktavuođa eará váhnemiiguin ja čielggadit lea go sis beroštupmi oažžut skuvlafálaldaga sámegillii . ¶
Dávjá čájehuvvo ahte oahppoásahusat 	addet 	sámi oahpaheddjiide oahpu , muhto oallut oahpaheaddjit válljejit eará bargguid go oahpaheaddjibarggu guhkit dahje oanehit áiggis . ¶
Sámi ofelašprošeakta lea lihkostuvván iežas doaimmain , juohkit dieđuid sámiid birra ja ortnet doaibmá bures , danne go sii geat 	addet 	dieđuid sámiid birra , dego sámi ofelažžat leat dávjá ovttaahkáhaččat singuin geaid guossástallet . ¶
Go leat iešheanalis fágalaš árvvoštallamat mielde dáin proseassain , de dat čuvgejit , čiekŋudit ja vuođustit politihka , ja dat 	addet 	stuorát vejolašvuođa oažžut politihka čađahuvvot . ¶
Dán oktavuođas lea deaŧalaš čujuhit dasa ahte njuolggadusat nu mo dat leat hábmejuvvon dál , 	addet 	fuolaheddjiide ovddasvástádusa kártet // váldit oktavuođa eará váhnemiiguin ja čielggadit lea go sis beroštupmi oažžut skuvlafálaldaga sámegillii . ¶
Vai dieinna lihkostuvvá , de ferte sirret veahkkeváriid vai sihkkarastá ahte oahppogirjjit historjjás ja oahpponeavvut muđui 	addet 	vuoiggalaš , rievttes ja bureslágiduvvon dieđuid ja gova dieid olbmuid servodagas ja kultuvrras . ¶
Sámedikki mielas lea buorre go suohkanat 	addet 	lohkanpermišuvnna oahpaheddjiide čađahit joatkkaoahpahusa sámegielas , ja diekkár lohkanlobit leat lassánan dađistaga . ¶
St. dieđáhusas nr.31 Kvalitet i skolen ( Skuvlla kvalitehta ) ( 2007 -2008 ) bijai ráđđehus 3 mihttomeari vuođđooahpahussii ; Buohkat geat gerget vuođđoskuvllas , galget hálddašit golbma vuođđogálgga mat 	addet 	sidjiide vejolašvuođa beassat searvat joatkkaoahpahussii ja bargoeallimii . ¶
Dat ahte Sámediggái addit bearráigeahččanválddi livččii dasa lassin maid doaibma mii sáhtášii buorebut geassit ovdan sámi mánáid vuoigatvuođaid ja maiddái čalmmustahttit dan ahte 	addet 	go báikkálaččat suohkaniin miehtá riikka duohtavuođas sámi mánáide dan oahpu maid sis lea riekti oažžut . ¶
Kursset 	addet 	lohkančuoggáid ja vejolašvuođa lohkagoahtit viidáseappot Sámi allaskuvllas . ¶
Oslo gielda muitalii ahte 	addet 	doarjaga doibmii ja dain ii leat makkárge plána rievdadit dan . ¶
Sámediggeráđđi oaidná dárbbu dákkár deaivvadanbáikái ja lea ovttas Oslo suohkaniin šiehtadan ahte lea dehálaš ahte goappaš bealit 	addet 	vuođđodoarjaga dákkár deaivvadanbáikái Oslos . ¶
Dasto áigu Sámediggi čujuhit dasa ahte maiddái álbmotrievtti njuolggadusat mat gusket álgoálbmogiidda ja minoritehtaide , sorjjaskeahttá 	addet 	guolástanvuoigatvuođa . ¶
Dasto áigu Sámediggi čujuhit dasa ahte maiddái álbmotrievtti njuolggadusat mat gusket álgoálbmogiidda ja minoritehtaide , sorjjaskeahttá 	addet 	guolástanvuoigatvuođa . ¶
Dat mearkkaša ahte mánáidgárddiin , mat 	addet 	fálaldaga sámi mánáide , galgá leat dakkár sámi sisdoallu mii sihkkarastá mánáidgárdelága ulbmilparagráfa ( §2 ) . ¶
Dat mearkkaša ahte mánáidgárddiin , mat 	addet 	fálaldaga sámi mánáide , galgá leat dakkár sámi sisdoallu mii sihkkarastá mánáidgárdelága ulbmilparagráfa ( §2 ) . ¶
Gelbbolašvuohta , máhttu ja kulturealáhusat 	addet 	ovttas ođđa bargosajiid mat geasuhit nuorat olbmuid geain lea gelbbolašvuohta . ¶
Gelbbolašvuohta , máhttu ja kulturealáhusat 	addet 	ovttas ođđa bargosajiid mat geasuhit nuorat olbmuid geain lea gelbbolašvuohta . ¶
Juolludaneavttut doarjagii čalmmustahttit Sámiid Álbmotbeaivvi Sámediggi áigu árvvoštallat rievdadit juolludaneavttuid dorjagii čalmmustahtti Sámiid Álbmotbeaivvi go meannuda jagi 2013 bušeahta , vai dat gielddat geat bidjet bargonávccaid ja 	addet 	ekonomalaš doarjaga , sáhttet oažžut doarjaga lágideapmái . ¶
Reviderejuvvon bušeahta ekonomalaš rámmat 	addet 	ráddjejuvvon vejolašvuođaid , ja ferte dasto čuovvoluvvot 2013 bušeahtas viiddis juolludemiiguin . ¶
Buorre elliidčálgu ja buorit dearvvašvuođa- , biras- ja sihkkarvuođadoaibmabijut 	addet 	sihkkarvuođa ja čálggu sihke elliide ja olbmuide . ¶
Buorre elliidčálgu ja buorit dearvvašvuođa- , biras- ja sihkkarvuođadoaibmabijut 	addet 	sihkkarvuođa ja čálggu sihke elliide ja olbmuide . ¶
Dát ruđat leat jurddašuvvon rávisolbmuide geat eai gula daid almmolaš ortnegiid vuollái mat 	addet 	vejolašvuođa oažžut doarjaga sámegieloahpahussii . ¶
Lotnolasealáhusat 	addet 	dávgasis heivehan vejolašvuo hta . ¶
Evalueren guoská daidda gielddaide mat 	addet 	oahpahusa 10-jagi vuođđoskuvlla sámi oahppoplánaid ( O97S ) mielde . ¶
Evalueren guoská daidda gielddaide mat 	addet 	oahpahusa 10-jagi vuođđoskuvlla sámi oahppoplánaid ( O97S ) mielde . ¶
Kulturmuittut 	addet 	máŋggasuorggat gova resursageavaheamis , ássamis ja oskumeanuin koltálaš gilis ovdal min áiggi , ja lea deaŧalaš refereansarámma nuortalaš sámi dahje koltálaš sámi kulturhistorjjá dieđuid ovddideamis . ¶
Sámediggi galgá máid leat oasálaš áššiide mat gusket dáru mánáidgárddiide geat 	addet 	fálaldaga sámi mánáide , degomat guovttegielalaš veahki addit dahje eatnigielaoahpahusa doaimmain . ¶
Sámediggi galgá máid leat oasálaš áššiide mat gusket dáru mánáidgárddiide geat 	addet 	fálaldaga sámi mánáide , degomat guovttegielalaš veahki addit dahje eatnigielaoahpahusa doaimmain . ¶
Oahpahuslága § 2-14 ja §3-16 	addet 	čalmmehemiide ja čálmmehis ohppiide vuoigatvuođa oahppat čuokkisčállaga . ¶
Oahpahuslága § 2-14 ja §3-16 	addet 	čalmmehemiide ja čálmmehis ohppiide vuoigatvuođa oahppat čuokkisčállaga . ¶
Mearkkašumit 	addet 	maid dan vejolašvuođa ahte Finnmárkkukommišuvdna sáhttá kártet ja dohkkehit maiddái sámi vuoigatvuođaid sáltečáhceguolástussii Finnmárkkus . ¶
Sámediggi guorrasa bargojoavkku eavttuhussii doaimmaid , bargiidplána ja bušeahta ektui ovttadahkii , ja bivdá ahte Kulturdepartemeanta ja Gielda- ja bargodepartemeanta 	addet 	virge- ja ekonomálaš resurssaid organiserema čađaheapmái . ¶
Sámediggi guorrasa bargojoavkku eavttuhussii doaimmaid , bargiidplána ja bušeahta ektui ovttadahkii , ja bivdá ahte Kulturdepartemeanta ja Gielda- ja bargodepartemeanta 	addet 	virge- ja ekonomálaš resurssaid organiserema čađaheapmái . ¶
Diggi bivdá maiddái , ahte girkolaš teavsttaid jorgalanbargu mátta- ja julevsámegillii hoahpuhuvvo , ja bivdá ahte juolludeaddjit eiseválddit 	addet 	dasa eanet ruđa . ¶
Dán lágan čilgekeahtes dajaldagat 	addet 	buori niestti boasttu áddejumiide ja jáhkuide , ja dagahit dan ahte ságastallan manná viivvuheamet ránessonaide . ¶
Diggi bivdá maiddái , ahte girkolaš teavsttaid jorgalanbargu mátta- ja julevsámegillii hoahpuhuvvo , ja bivdá ahte juolludeaddjit eiseválddit 	addet 	dasa eanet ruđa . ¶
Dán lágan čilgekeahtes dajaldagat 	addet 	buori niestti boasttu áddejumiide ja jáhkuide , ja dagahit dan ahte ságastallan manná viivvuheamet ránessonaide . ¶
Diggi bivdá maiddái , ahte girkolaš teavsttaid jorgalanbargu mátta- ja julevsámegillii hoahpuhuvvo , ja bivdá ahte juolludeaddjit eiseválddit 	addet 	dasa eanet ruđa . ¶
Skuvllat fertejit ovttas gielddaiguin , mat 	addet 	oahpahusa sámi oahppiide geat leat válljen ruovttuskuvllaid , lágidit « giellabiesi // giellalávguma » . ¶
Skuvllat fertejit ovttas gielddaiguin , mat 	addet 	oahpahusa sámi oahppiide geat leat válljen ruovttuskuvllaid , lágidit « giellabiesi // giellalávguma » . ¶
Sámediggi lea duhtavaš dan doarjaga geažil maid šiehtadusbealit 	addet 	dikki lotnolasealáhusortnegii . ¶
Sámediggi lea duhtavaš dan doarjaga geažil maid šiehtadusbealit 	addet 	dikki lotnolasealáhusortnegii . ¶
Berre ráhkadit čovdosiid , mat 	addet 	nuppásteaddjiide vejolašvuođa geavahit árbevirolaš guovlluid meahcceriggodagaid ávkkástallamiidda meahcceealáhussan . ¶
Otne eai gávdno sierra definerejuvvon Sámi oahppo-organisašuvnnat , mat 	addet 	sierra vejolašvuoÜaid . ¶
RáÜÜi áigu dán vuoro loahpas deattuhit , ahte guovlluid oÜasmuvvi resurssat , maid boazodoallu dál geavaha , 	addet 	barggu stuorra oassái Sis-Finnmárkku álbmogis . ¶
Bargiidbellodaga sámediggejoavku lea oaidnán ahte cealkámušain ollu sajiin leat ovttalágan „ ujuhusat : Detaljahálddašeapmi lea huksejuvvon nu ahte lea veadjemeahttun juksat Stuorradikki mihttomeari ahte kombineret boahttevaš boraspirehálddašeami doaibmabijuiguin mat 	addet 	vuoÜu aktiivvalaš eanadoallobuvttadussii ja boazodollui mii lea vuoÜÜuduvvon meahcceguohtonresurssaide ( Árv . ¶
Sámediggi oaidná ahte šiehtadallanbealit leat ovttamielala „ „ at eavttuhusaid dáfus mat 	addet 	vejolašvuoÜa „ oavdit « doaibmabidjoguovlluid » dilálašvuoÜa , loahppaprotokolla „ uo . ¶
Sámediggi oaidná ahte šiehtadallanbealit leat ovttamielala „ „ at eavttuh usaid dáfus mat 	addet 	vejolašvuoÜa „ oavdit « doaibmabidjoguovlluid » dilálašvuoÜa , loahppaprotokolla „ uo . ¶
Sámediggi lea ovttaoaivilis Vádjolusluossalávdegottiin das ahte ferte johtilit bidjat johtui dutkandoaibmabijuid mat 	addet 	dárbbašlaš buoret máhtolašvuoÜa vuoÜu luossanáliid hálddašeapmái . ¶
Mielddusin biddjon Statistisk Sentralbyrå bivdostatistihkat 	addet 	dárkileabbo gova : ¶
Mielddusin biddjon Statistisk Sentralbyrå bivdostatistihkat 	addet 	dárkileabbo gova : Riikagaskamearri bivddus mearas ma¹imuš 10 jagis lea viehka dássái , go fas „ ájeha ahte johkabivdu lea leamaš dássái ma¹imuš 30 jagi . ¶
Sámediggi lea ovttaoaivilis Vádjolusluossalávdegottiin das ahte ferte johtilit bidjat johtui dutkandoaibmabijuid mat 	addet 	dárbbašlaš buoret máhtolašvuoÜa vuoÜu luossanáliid hálddašeapmái . ¶
Sámediggi lea ovttaoaivilis Vádjolusluossalávdegottiin das ahte ferte johtilit bidjat johtui dutkandoaibmabijuid mat 	addet 	dárbbašlaš buoret máhtolašvuoÜa vuoÜu luossanáliid hálddašeapmái . ¶
Almmatge , ovdal nie guhkás joavdá , de čuoččuhuvvo ahte leat doaibmadoarjagat mat 	addet 	dan meare nanu ruđalaš oadjebasvuođa ahte duojár duostá duođas bargagoahtit nannet iežas doaimma . ¶
Dát mearkkaša ahte ohcamušat duodjeregistarii ja duojáriid doaibmadoarjjaohcamušat sáhttet meannuduvvot seammaládje go eará áššit Sámedikkis gos sii 	addet 	doarjaga ealáhusdoaimmaide . ¶
4.5 kapihttala čilgehusat mat gusket gáibádusaide ja makkár konkrehta dilálašvuođat gáibiduvvojit go galgá vurkkodit ja gieđahallat persuvdnadieđuid oppalaččat , ja earenoamážit hearkkes persuvdnadieđuid , 	addet 	oalle čielga vuođu man alde sáhttá mearridit dárbbašlaš doaibmabijuid maid Sámedikki dihtorhálddašeamis vedjet dárbbašit duodjeregistara gieđahallamii – jus Persuvdnadiehtoláhka boahtá guoskát duojáriidda . ¶
Dasa lassin 	addet 	lágat ja bagadusat vejolašvuođa geavahit iežas árvvoštallama vuođđun . ¶
Láhtut háliidit dakkár lágaid maid vuođul buohkain lea vejolaš plánet boahtteáiggi ja mat 	addet 	vejolašvuođa árbevirolaš ja ođđa ealáhusaide doaibmat bálddalagaid . ¶
Sámediggi háliida dakkár lágaid maid vuođul buohkain lea vejolaš plánet boahtteáiggi ja mat 	addet 	vejolašvuođa árbevirolaš ja ođđa ealáhusaide doaibmat bálddalagaid . ¶
Minerálaroggan lea muddejuvvon dain lágain ja láhkaásahusain maid Stuorradiggi ja Ráđđehus 	addet 	. ¶
Lága ulbmil lea oččodit ceavzilis ovdáneami buorrin juohkehažžii , servodahkii ja boahttevaš buolvvaide dakko bokte ahte plánen lága vuođul lea mielde oktiiordnemin stáhta , regionála ja gieldda bargamušaid nu ahte dat 	addet 	mearridanvuođu resursageavaheami ja - suodjaleami oktavuođas . ¶
Geasseriemut 	addet 	báikkálaš nanusmuhttima ja identitehtahálddašeami . ¶
Go resursahálddašeami , guolástandoaimmaid dahje guolásteami gánnáheami dáfus leaš dárbu , de sáhttet mearriduvvot njuolggadusat mat 	addet 	lobi searvat guolástit dihto guovllus searvanlága 21.§ mielde . ¶
Sámediggi dáhttu maiddái ahte ráddjejuvvojit ruđat doaibmaprográmmaide guolástusrivttiid várás ja daid vejolašvuođaid várás maid guolleriggodagat 	addet 	sámi riddo- ja vuotnaguovlluid árvoháhkamii ja ovdánahttimii , báikkálaš riggodagaid buoret ja ođđa ávkkástallama bokte . ¶
Sámelága giellanjuolggadusat 	addet 	olbmuide gielalaš vuoigatvuođaid go váldet oktavuođa ¶
giellanjuolggadusat 	addet 	vuoigatvuođaid maiddái eaŋkilolbmuide . ¶
Dat eai ábut gáržžiduvvot , muhto baicca hábmejuvvot nu ahte 	addet 	vejolašvuođa báikkálaččat vuoruhit . ¶
u ahte eavttut mat doarjagii leat čadnon 	addet 	suohkanii // fylkkasuohkanii doarvái friddjavuođa geavahit ruđaid iežaset dárbbuid ¶
Dát váikkuha dan ahte leat vejolašvuođat dahkat dárbbašlaš árvvoštallamiid das movt iešguđet ortnegat ja fálaldagat doibmet , seammás go dat 	addet 	vejolašvuođaid rievdademiide ja buoridemiide . ¶
Sámediggeráđis leat garra oaivilat dan ektui ahte lea ollu mii váilo ovdal go mis leat sámi ásahusat mat 	addet 	vuođu sihkkarastit ja ovdánahttit sámi servodaga . ¶
Sámi giellaguovddážat 	addet 	vejolašvuođa oahppat ja ovddidit sámegiela sihke njálmmálaččat ja čálalaččat , ja danne leat deaŧalaččat giela oppalaš suodjaleapmái ja bisuheapmái . ¶
Sámi teáhterat 	addet 	sámi gillii ja kultuvrii ođđa arena gos doaibmat , ja dat leat mielde juohkimin máhtolašvuođa sámi giela ja kultuvrra birra ja boktimin dasa beroštumi . ¶
Mánáid- ja nuoraid psykiátralaš poliklinihkka , bearašdikšunossodat ja sámi nuoraidteama 	addet 	fálaldagaid sámi pasieanttaide riikka dásis . ¶
Dát guokte sámeskuvlla 	addet 	maid fálaldaga ohppiide geat lohket oarjelsámegiela iežaset ruovttusuohkaniin . ¶
Joatkkaskuvllain Rørosas ja Gråangke lea oarjelsámegiela nubbingiella oahpahus iežas skuvllas , ja 	addet 	maid fálaldaga eará skuvllaide siskkobealde ja olggobealde oarjelsámi guovllu . ¶
Váikkuhangaskaomiid geavaheapmi guoská olbmuide guoskevaš guovlluin ja dain lea etnalaš čanas , ja dat 	addet 	dáid olbmuide sierra ovdamuniid álbmoga ektui muđui . ¶
Juolludaneavttut doarjagii čalmmustahttit Sámiid Álbmotbeaivvi Sámediggi áigu árvvoštallat rievdadit juolludaneavttuid dorjagii čalmmustahtti Sámiid Álbmotbeaivvi go meannuda jagi 2013 bušeahta , vai dat gielddat geat bidjet bargonávccaid ja 	addet 	ekonomalaš doarjaga , sáhttet oažžut doarjaga lágideapmái . ¶
Reviderejuvvon bušeahta ekonomalaš rámmat 	addet 	ráddjejuvvon vejolašvuođaid , ja ferte dasto čuovvoluvvot 2013 bušeahtas viiddis juolludemiiguin . ¶
Dat hukse sihke olbmuid- ja sisrievttálaš gaskavuođaide mat 	addet 	njuolggadusaid stáda politikhkkii sápmelaččaid ektui , ja lea čoahkkáigeassu daid geatnegasvuođaid birra mat leat vuođđolágaparagráfas sámiid státusa birra 1988 rájes , Sámeláhka 1987:s , ja ON soahpamuša artihkkal 27 sivila ja politihkkalaš vuigatvuođat 1966:s , ja ILO-soahpamuš nr. 169 , mii áito dalle lei dohkkehuvvon Stuoradikkis . ¶
Dalle ovdehuvvui prošeakta 19 100 000 ru buohkanasrámmain daid molssaeavttuid vuođul , mat 	addet 	viidáseamos fálaldaga geavaheaddjiide ja plánejuvvon čađahemiin 3 jagis . ¶
Submi lea Norgga iežasoassi ja eaktun lea ahte Suoma ja Ruoŧa beale sámedikkit 	addet 	seamma mađe ruđaid . ¶
Vuoigatvuođa buktit vuosteákkaid plána- ja huksenlága vuođul áššiin mat sáhttet áitit deaŧalaš sámi beroštusaid , ja čađahit konsultašuvnnaid ovdalgo stuorra nuppástusat dahkkojuvvojit , 	addet 	dál sámiide buoret vejolašvuođa stivret biras- ja areálapolitihka . ¶
Finnmárkkuláhka ja Sámedikki njuolggadusat rievdan areálageavaheapmái meahcis Finnmárkkus 	addet 	Sámediggái vejolašvuođa searvat areálahálddašeapmái fylkkas eanet geatnegahtti vugiin go ovdal . ¶
Ovttasbargošiehtadusat fylkkaiguin mat leat sámi ássanguovlluin 	addet 	Sámediggái vejolašvuođa váikkuhit maiddái biras- ja areálapolitihkkii . ¶
Máŋgga gieldda mihtilmasvuohta lea maiddái ahte dat 	addet 	ollu sierralobiid hukset ¶
Deaŧalaš lea maiddái ahte sámi servodagas , ássiin ja fitnodagain lea máhtolašvuohta man vuođul sáhttet oažžut ávkki doaimmas maid resursageavaheapmi ja ođđa ealáhusdoaibma 	addet 	. ¶
” Norggas lea mihttomearrin ahte luondu galgá hálddašuvvot dainna lágiin ahte lunddolaš šlájaide sihkkarastojuvvo ceavzinvejolašvuohta , ja dainna lágiin ahte luonddu ja eanadaga variašuvnnat bisuhuvvojit ja 	addet 	vejolašvuođa biologalaš šláddjiivuhtii ain sihkkarastit ovdánanvejolašvuođaid . ¶
Sámelága giellanjuolggadusat ( 1992 ) 	addet 	sámegiela hálddašanguovllu álbmogii vuoigatvuođa váldit oktavuođa almmolaš ásahusaiguin ja oažžut vástádusa sámegillii dahje dárogillii nu movt ieš háliida . ¶
Nu lea Ráđđehusas bajimus ovddasvástádus das ahte stáhtalaš ja suohkanlaš ásahusat devdet iežaset geatnegasvuođaid ja 	addet 	ovttaskas giellageavaheaddjái almmolaš bálvalusaid ja fálaldagaid sámegillii . ¶
Gielladoaimmaid dáfus lea maid dehálaš ahte leat ortnegat mat 	addet 	gova áigges áigái das movt sámegiella geavahuvvo iešguđetge guovlluin . ¶
Gáibiduvvo ahte fágabargit fertejit oažžut resurssaid mat 	addet 	sidjiide vejolašvuođa bargat gielain . ¶
Dat rievdadusat maid Sámediggi dás evttoha , mielddisbuktet ahte máŋga lága mat 	addet 	giellavuoigatvuođaid sámegielagiidda fertejit rievdaduvvot . ¶
Dáinna lágiin leat kulturmuittut mielde maiddái sámi dálááigeoktavuođas nu ahte dat lassin dasa go 	addet 	hisjorjjálaš máhtolašvuođa maiddái váikkuhit kultuvrralaš gullevašvuođa ja dihtomielalašvuođa vásiheami dan ektui movt galgá geavahit luonddu ja movt doppe johtit dán áigge . ¶
Finnmárkkus lea Norgga kulturráđđi lea juolludan 1,5 miljon ruvnno prošektii Musikk i Finnmark , ja Sámediggi ja fylkkagielda 	addet 	guovllulaš oasi . ¶
Oahppoplánat 	addet 	ollislaš ja čađamanni oahpahusgearddi sámegielas olles vuođđooahpahussii , ja dat nanne sámegiela . ¶
Kulturmuittut sámi dálááigeoktavuođas 	addet 	historjjálaš máhtolašvuođa , kultuvrralaš gullevašvuođa ja dihtomielalašvuođa das movt luondduin dál galgá ávkkástallat ja movt doppe johtalit . ¶
2007:s válljejuvvojedje čuovvovaš suorggit siskkobealde sámegiela hálddašanguovllu : tearpmaid čohkken , ovddideapmi ja registreren , sámi báikenamaid čohkken , prošeavttat mat 	addet 	mánáide ja nuoraide fálaldaga arenaid hárrái gos sámegiella gullo ja oidno , ja addá positiivvalaš oktavuođaid gillii ja molssaeaktosaš arenaiguin áŋgiruššamii olggobealde skuvlla ja mánáidgárddi . ¶
Sámediggi oaivvilda ahte sámi vuoigatvuođalávdegotti čielggadeami konklušuvnnat 	addet 	vuođu vel eanet rievdadusaide boazodoallolágas . ¶
2008 jahkái raporterejit sámi valáštallanorganisašuvnnat ahte sii 	addet 	identitehtahuksejeaddji astoáiggefálaldaga máŋgga sámi guovllus , erenoamážit nuorra sápmelaččaide . ¶
Strategiijat 2009 bušeahtas 	addet 	gova doaimmaid birra sierra politihkka- ja hálddašansurggiin . ¶
Bohtosat 	addet 	liikká muhtunlágan gova sámegiela dilis sámi fitnodagain ja organisašuvnnain . ¶
Sámi ásahusat ja giellaguovddážat čilgejit ahte sis lea ovddasvástádus sihke daid bálvalusaid ektui maid 	addet 	, maiddái giela , kultuvrra ja servvodateallima . ¶
Vástádusat čájehit ahte ásahusat dihtet ahte sin gaskkas geaidda 	addet 	bálvalusaid lea sámi álbmot mii atná ávkki dain bálvalusain mat addojuvvojit . ¶
Mearkkašumit : Dán čuoggái bohte mearkkašumit ahte 	addet 	bálvalusaid sámegillii sidjiide , geat dan sávvet , ja earát fas čállet ahte sin ásahusain váldet oktavuođa dárogillii . ¶
Oaidnit maiddái , ahte dát lassáneapmi maid guoská skuvllaide , mat 	addet 	sámegielfálaldaga : 26 . ¶
Ulbmil iskkademiin lei iskat makkár ovddasvástádusa dovdet ásahusat ieža sámegiela ektui ; 	addet 	go ásahusat bálvalusaid sámi álbmogii , ásahusa sámegiel gelbbolašvuohta ja lea go dárbu lasihit gelbbolašvuođa , galle bargii ipmirdit // mahttet hupmat ja/dahje/ja čállit sámegiela , ja makkár vejolašvuođat leat bargiin váldit virgelobi oahppandihte sámegiela . ¶
Sii definerejit iežaset ovddasvástádusa sihke bálvalusaid ektui maid 	addet 	, giellakurssaid , ja eará kurssaid mat leat kultuvrra ja servodateallima oassin . ¶
56 ásahusa leat vástidan jearaldaga 	addet 	go bálvalusaid sámegillii . ¶
Lassin leat čohkkejuvvon dieđut mánáidgárddiid birra , mat ožžot doarjaga sámi mánáidgárddiide , ja vuođđo- ja joatkkaskuvllaid birra mat 	addet 	oahpahusa sámegillii ja sámegielas . ¶
Iskkadeami ulbmil lei iskat sámegiela geavaheami muhtun almmolaš ásahusain Norggas mat 	addet 	fálaldagaid sámi geavaheddjiide . ¶
Dát 	addet 	dieđuid eana- ja šaddogilvimis , ja leat mielde bisuheamen dakkár fágalaš birrasa maid eanandoallu dárbbaša . ¶
Go ortnegat šaddet eanet dovddus ja buorebut ovddiduvvon , de 	addet 	dat várra lassiárvvu olles árvoráiddu bokte , go buohtastahttá standardabuktagiiguin volummárkanis . ¶
Jáhku mielde 	addet 	mearka- ja bearráigeahččanortnegat buriid eavttuid báikkálaš ja árbevirolaš buktagiidda daid osiide borramušmárkanis gos jerrojuvvojit erenoamášt buktagat ja šláddjivuohta . ¶
Ferte fas čađahit doaibmabijuid mat 	addet 	almmolašvuhtii vejolašvuođa hálddašit gávppašeami vuollel 100 mihttosaš eanadoalloopmodagaiguin . ¶
Dat neavvagat 	addet 	ohccái dárbbašlaš dieđuid nu ahte son ii dárbbaš váldit vásetin oktavuođa foandda áššemeannudeddjiin dahje earáiguin . ¶
Dušše sullii okta logis oaivvilda ahte dat lea earenoamáš buorit ja 	addet 	buriid dieđuid . ¶
suohkaniin gal dihtet bures foandda birra , doppe 	addet 	álgoveahki , ja doppe lea maid álkit ohcciide váldit foanddain oktavuođa danin go dat geográfalaččat lea nu lahka . ¶
Vaikko dákkár ealáhusain ii leat ge jur nu hirbmat stuora dienas , de dat aŋkke 	addet 	birgejumi . ¶
Sihke Sámedikki njuolggadusat ja politihkalaš vuoruheamit 	addet 	fondii vejolašvuođa bargat ovddidanveahkkin . ¶
Sámediggi galgá maid leat oasálaš áššiide mat gusket dáru mánáidgárddiide mat 	addet 	fálaldaga sámi mánáide , degomat guovttegielalaš veahki addit dahje eatnigielaoahpahusa doaimmain . ¶
gárddiid eaiggádat 	addet 	fálaldaga sámi mánáide , mii ¶
● Dieđuid , maid stáhta eiseválddit ja Sámediggi 	addet 	nubbi nubbái konsultašuvnnaid oktavuođas , sáhttá mearridit ii-almmolažžan , jus dasa lea láhkavuođđu . ¶
- Oahppoplánat 	addet 	ollislaš ja čađačuovvu oahpahusfáladaga sámegielas olles vuođđooahpahussii ja sáhttá mearkkašit sámegiella nannema , loahpaha Jonassen . ¶
Lanjas eai leat oppanassiige glásat mas sáhtášii geahččat luonddu , leat dušše alla glásat mat 	addet 	čuovgga latnjii , ja boktet dovdduid , leaš dal gaskaija beaivváš dahje bihkkaseavdnjat ja guovssahasat livardit . ¶
Lea guhkes ja váttis proseassat mat 	addet 	buoremus ja dehálaččamus bohtosiid . ¶
Oppalaš bargočuovga lea prinsihpas downligths , ja bevđdiiđ alde leat ođđaáigásaš beavdelámppát mat 	addet 	čuovgga bargobeavdái . ¶
: Ođđa háldenguovllut 	addet 	stuorát sámi váikkuhanfámu ¶
Lávdegoddi evttoha seammás rievdademiid mat 	addet 	jienasteddjiide buoret váikkuhanvejolašvuođa personválggain . ¶
Lagat dieđuid virggi birra 	addet 	Audhild Schanche , Hege Fjellheim Sarre dahje Synnøve Solbakk , tel. 78 47 40 00 go válddát oktavuođa . ¶
Lagat dieđuid virggi birra 	addet 	Tommy Somby , Johan Anders Klemetsen dahje Berit Karen Paulsen tel. 78 47 40 00 go válddát oktavuođa . ¶
Lagat dieđuid virggi birra 	addet 	Audhild Schanche , Hege Fjellheim Sarre dahje Synnøve Solbakk , tel. 78 47 40 00 go válddát oktavuođa . ¶
Lagat dieđuid virggi birra 	addet 	Julie Eira , Lennart Mikkelsen dahje Inga Margrethe Eira Bjørn , tel. 78 47 40 00 go válddát oktavuođa . ¶
Lagat dieđuid virggi birra 	addet 	Julie Eira , Lennart Mikkelsen dahje Inga Margrethe Eira Bjørn , tel. 78 47 40 00 go válddát oktavuođa . ¶
Lagat dieđuid virggiid birra 	addet 	ossodathoavda Julie Eira , vuolitdirektevra Lennart Mikkelsen dahje vuolitdirektevra Inga Margrethe Eira Bjørn , tel. ( 47 ) 78 47 40 00 . ¶
Lagat dieđuid virggi birra 	addet 	ossodathoavda Julie Eira dahje váldobibliotekára Liv Inger Lindi , tel. ( 47 ) 78 47 40 00 . ¶
